"Air Squat"
"Ball Slams"
"Back / Hip Extension"
"Box Jumps"
"Burpees"
"Clean & Jerk"
"Double-unders"
"Dumbell Snactch"
"Dumbell Split Lifts"
"Front Lever Pull-ups"
"Front Squat"
"GHD Sit-up"
"Handstand Hold"
"Handstand Push-up"
"Hang Clean"
"Hang Power Clean"
"Hang Power Snatch"
"Hang Snatch"
"Heaving Snatch Ballance"
"Hip / Back Extension"
"Jerk"
"Jerk (Behind Head)"
"Jumping Squats"
"Jumping Pull-ups"
"Kettebel Swings"
"Kipping Handstand Push-up"
"Kipping Pull-up"
"Kness to Elbows"
"L-sit Hold"
"L Pull-up"
"Medicine Ball Cleans"
"Muscle-up, Bar"
"Muscle-up, Rings"
"Overhead Squat"
"Pistols"
"Power Clean"
"Power Snatch"
"Pressing Snatch Balance"
"Push Jerk"
"Push Jerk (behind head)"
"Push Press"
"Push Press(behind head)"
"Push-up"
"Ring Dips"
"Rope Climb"
"Shoulder Press"
"Snatch"
"Snatch Balance"
"Squat"
"Strict Pull-up"
"Tabata"
"Thruster"
"Toes to Bars"
"Towel Pull-up"
"Wall-Balls"
"Walking Lunges"
"Walking Overhead Lunges"
"Weighted Pull-ups"
"Weighted Push-ups"
"Weighted Dips"
